Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/StorageTier,Snapshots/OwnerAlias,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value
,false,086685601027,100%,snap-031883657ef7b9771,2021-04-25T14:29:57.909Z,completed,vol-01b11fdb362aebe1c,100,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-ba62ce4f,spotinst:aws:ec2:group:createdBy,spotinst,Name,xray,Snapshot,true,MaintainedBY,DevOps,,,,
,false,086685601027,100%,snap-093b0adae5e7a6858,2021-04-25T14:24:56.802Z,completed,vol-01b11fdb362aebe1c,100,standard,,Snapshot,true,MaintainedBY,DevOps,Name,xray,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-ba62ce4f,,,,
,false,086685601027,100%,snap-079e97dff79cb4566,2021-04-25T13:33:58.229Z,completed,vol-01b11fdb362aebe1c,100,standard,,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-ba62ce4f,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,Name,xray,Snapshot,true,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-050763045e20796f7,2021-04-25T11:54:59.484Z,completed,vol-0f4c7b39fa5eab842,100,standard,,Name,xray,Snapshot,true,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-e721f951,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-04b1a9a037fa0aaff,2021-04-22T16:24:57.460Z,completed,vol-066ae7436c7619e35,100,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-7e8aa75a,Snapshot,true,MaintainedBY,DevOps,Name,xray,,,,
,false,086685601027,100%,snap-06d2383763edb4d8c,2021-04-22T16:19:57.033Z,completed,vol-066ae7436c7619e35,100,standard,,CreatedBy,terraform,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,Snapshot,true,Name,xray,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-7e8aa75a,,,,
,false,086685601027,100%,snap-0ca3e40300960c617,2021-04-22T15:19:56.768Z,completed,vol-048af8681d923d50e,100,standard,,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-0e05a81e,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,MaintainedBY,DevOps,Name,xray,Snapshot,true,,,,
,false,086685601027,100%,snap-0f68ad983a65fd652,2021-04-22T15:09:58.428Z,completed,vol-048af8681d923d50e,100,standard,,Name,xray,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-0e05a81e,,,,
,false,086685601027,100%,snap-0e85769dfdc47add1,2021-04-22T14:49:58.337Z,completed,vol-07ff433d4209485c1,100,standard,,Name,xray,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-1059aa42,,,,
,false,086685601027,100%,snap-0f41effe58ccfe716,2021-04-22T14:44:56.698Z,completed,vol-07ff433d4209485c1,100,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-1059aa42,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,Name,xray,MaintainedBY,DevOps,,,,
,false,086685601027,100%,snap-0ab27cc8b3aa4ce41,2021-04-22T14:14:59.518Z,completed,vol-07ff433d4209485c1,100,standard,,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:id,sig-1059aa42,Name,xray,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-013de545c473a4f57,2021-04-22T13:14:57.697Z,completed,vol-0e8002e5a804b3a07,100,standard,,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,xray,spotinst:accountId,act-bf1b8e33,Snapshot,true,spotinst:aws:ec2:group:id,sig-4fc6e072,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-04cd410995c4dd07c,2021-04-22T13:04:57.396Z,completed,vol-0e8002e5a804b3a07,100,standard,,spotinst:aws:ec2:group:createdBy,spotinst,Name,xray,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:id,sig-4fc6e072,CreatedBy,terraform,,,,
,false,086685601027,100%,snap-06e0868258fbfd7f7,2021-04-22T12:12:57.772Z,completed,vol-0737e9fccac5aa6f4,100,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-19342913,Snapshot,true,MaintainedBY,DevOps,Name,xray,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-075ff989b8fc0762f,2021-01-27T14:24:57.542Z,completed,vol-0a7f4f52df3b188b6,8,standard,,Name,sonarqube,spotinst:aws:ec2:group:id,sig-8af97074,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,,,,,,
,false,086685601027,100%,snap-06a1e06d9bd9274e2,2021-01-27T14:14:57.567Z,completed,vol-0a7f4f52df3b188b6,8,standard,,MaintainedBY,DevOps,Name,sonarqube,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-8af97074,,,,,,
,false,086685601027,100%,snap-092eebb933b783a2c,2021-01-27T13:17:57.620Z,completed,vol-0a7f4f52df3b188b6,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-8af97074,CreatedBy,terraform,MaintainedBY,DevOps,Name,sonarqube,spotinst:accountId,act-bf1b8e33,,,,,,
,false,086685601027,100%,snap-00073d3e1f12b5182,2021-01-26T09:49:58.610Z,completed,vol-0fe563861cbd4f941,8,standard,,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-0b64fd51,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,Name,sonarqube,MaintainedBY,DevOps,,,,,,
,false,086685601027,100%,snap-0aafe36f18165d679,2021-01-26T09:39:58.921Z,completed,vol-0fe563861cbd4f941,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-0b64fd51,CreatedBy,terraform,Name,sonarqube,MaintainedBY,DevOps,spotinst:accountId,act-bf1b8e33,,,,,,
,false,086685601027,100%,snap-0acd0e0ef11d37fb3,2022-02-14T12:10:03.109Z,completed,vol-01fe21c1a60819de7,300,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,jenkins-master-test,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-51412910,Snapshot,true,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-0ef16e327074839a5,2022-02-14T12:10:00.802Z,completed,vol-059a7651f11a28405,500,standard,,MaintainedBY,DevOps,Name,artifactory,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,Snapshot,true,spotinst:aws:ec2:group:id,sig-d7251a8f,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-006969b05d839c938,2022-02-14T12:00:00.528Z,completed,vol-01fe21c1a60819de7,300,standard,,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,jenkins-master-test,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-51412910,Snapshot,true,,,,
,false,086685601027,100%,snap-015ef733194852ae8,2022-02-14T12:04:59.882Z,completed,vol-059a7651f11a28405,500,standard,,spotinst:aws:ec2:group:id,sig-d7251a8f,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,Name,artifactory,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:createdBy,spotinst,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-084a8d5fa5b6c12d6,2022-02-14T00:21:19.573Z,completed,vol-05bbef24d8c916a3c,30,standard,,dlm:managed,true,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00f10f9257a69e430,2022-02-13T00:19:00.066Z,completed,vol-05bbef24d8c916a3c,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,Name,artifactory,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform
jenkins-argocd-snapshot,false,086685601027,100%,snap-08ab70b038dd19fdf,2022-02-12T17:36:08.154Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-argocd-snapshot,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fe96466e3305a0a2,2022-02-12T00:19:35.752Z,completed,vol-05bbef24d8c916a3c,30,standard,,CreatedBy,terraform,Name,artifactory,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a2217cbb8b5a4999,2022-02-11T00:12:05.273Z,completed,vol-05bbef24d8c916a3c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09943ac18740af770,2022-02-10T00:13:31.566Z,completed,vol-05bbef24d8c916a3c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0429bcf5c66879362,2022-02-09T00:10:43.708Z,completed,vol-05bbef24d8c916a3c,30,standard,,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04c07ad1a35347b10,2022-02-08T00:15:59.503Z,completed,vol-05bbef24d8c916a3c,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,artifactory,SnapshotCreator,DLM,CreatedBy,terraform,Snapshot,true
,false,086685601027,100%,snap-00cbce449fbfd87e4,2022-02-07T22:31:53.371Z,completed,vol-03a59e9bf0e4b9947,4,standard,,,,,,,,,,,,,,,,,,,
,false,086685601027,100%,snap-08fd1f30fac151a57,2022-02-07T22:31:47.990Z,completed,vol-0045bfa2703cd4430,8,standard,,,,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0711bf4b9d054b22d,2022-02-07T00:12:34.672Z,completed,vol-05bbef24d8c916a3c,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,Name,artifactory,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0999d5e737f8a53c1,2022-02-06T00:11:59.975Z,completed,vol-05bbef24d8c916a3c,30,standard,,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b7977d92d78cf467,2022-02-05T00:11:52.160Z,completed,vol-05bbef24d8c916a3c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0dced0d001ffaa5ee,2022-02-04T00:24:49.880Z,completed,vol-05bbef24d8c916a3c,30,standard,,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d1223edfe2387924,2022-02-03T00:10:53.044Z,completed,vol-05bbef24d8c916a3c,30,standard,,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0ccd9d3c3ba1ab01d,2022-02-02T00:13:37.514Z,completed,vol-05bbef24d8c916a3c,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,artifactory,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00a0aee74b22efad8,2022-02-01T00:10:44.633Z,completed,vol-05bbef24d8c916a3c,30,standard,,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true
jenkins-ss-to-copy,false,086685601027,100%,snap-09b827805d3c74a28,2022-01-31T16:53:19.235Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-ss-to-copy,,,,,,,,,,,,,,,,
jenkins-data-to-copy,false,086685601027,100%,snap-01622e7c693e1fad0,2022-01-31T16:15:11.757Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-data-to-copy,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-0be32823d7241d2a2,2022-01-28T10:34:09.720Z,completed,vol-01fe21c1a60819de7,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-04dad3cb3dd5a556a,2022-01-26T13:26:04.246Z,completed,vol-059a7651f11a28405,500,standard,,Name,artifactory,,,,,,,,,,,,,,,,
,false,086685601027,100%,snap-0d1c801841dc86e7c,2022-01-13T09:30:01.008Z,completed,vol-0679150970d9628a0,8,standard,,Name,node-exporter,spotinst:accountId,act-bf1b8e33,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,spotinst:aws:ec2:group:id,sig-cfe90f70,Snapshot,true,MaintainedBY,DevOps,,,,
,false,086685601027,100%,snap-06d0d182662633956,2022-01-13T09:24:59.903Z,completed,vol-0679150970d9628a0,8,standard,,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-cfe90f70,spotinst:aws:ec2:group:createdBy,spotinst,Name,node-exporter,spotinst:accountId,act-bf1b8e33,,,,
,false,086685601027,100%,snap-0afecc2c0b2573457,2022-01-13T09:20:00.503Z,completed,vol-015e407d2b451d0f2,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,Name,prometheus,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,spotinst:aws:ec2:group:id,sig-7620ca32,,,,
,false,086685601027,100%,snap-0f99571f0e7c41907,2022-02-14T12:04:59.328Z,completed,vol-00dcb53a629498f2f,8,standard,,CreatedBy,terraform,Name,sonarqube,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-4b5568f6,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,,,,
,false,086685601027,100%,snap-09db66466dd66fb68,2022-02-14T12:10:01.443Z,completed,vol-00dcb53a629498f2f,8,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-4b5568f6,Snapshot,true,Name,sonarqube,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-01cd8fa82b7f6738c,2022-02-14T00:16:02.683Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,Name,jenkins-master-test,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0552dcfcecea57469,2022-02-13T00:17:44.937Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,CreatedBy,terraform,Name,jenkins-master-test
sonarqube-argocd-snapshot,false,086685601027,100%,snap-042a64f243487e913,2022-02-12T16:30:27.191Z,completed,vol-00dcb53a629498f2f,8,standard,,Name,sonarqube-argocd-snapshot,,,,,,,,,,,,,,,,
,false,086685601027,100%,snap-0bf41fadf3443e516,2022-02-12T02:53:57.682Z,completed,vol-00dcb53a629498f2f,8,standard,,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-4b5568f6,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09d09f249608c2977,2022-02-12T00:21:54.614Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,Name,jenkins-master-test,dlm:managed,true,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03d3e604597611b86,2022-02-11T00:19:33.761Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,dlm:managed,true,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b4b43204102fcc4e,2022-02-10T00:24:20.641Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04d03ff7b1a0e1dca,2022-02-09T00:23:39.324Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,jenkins-master-test,Snapshot,true,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b520c6da14653758,2022-02-08T00:17:17.676Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,Snapshot,true,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a8abe991ec637793,2022-02-07T00:22:12.793Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,jenkins-master-test,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04abcf15bca28af51,2022-02-06T00:20:41.121Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fa6ff1e5f0c0b0c1,2022-02-05T00:23:47.095Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,jenkins-master-test
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d928e62ab439afa8,2022-02-04T00:15:28.880Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,dlm:managed,true,MaintainedBY,DevOps,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0cb22e88e287777e7,2022-02-03T00:11:15.759Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
sonarqube-ss-test,false,086685601027,100%,snap-0c5e16371753cca50,2022-02-02T12:36:34.790Z,completed,vol-00dcb53a629498f2f,8,standard,,Name,sonarqube-ss-test,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fcad9428f4d06532,2022-02-02T00:13:19.210Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,jenkins-master-test,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps,Snapshot,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-05ddd5210d6d35c11,2022-02-01T00:16:59.457Z,completed,vol-0e7eb32cfb99cf1e2,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
,false,086685601027,100%,snap-06b24177642b72502,2021-05-25T08:09:59.619Z,completed,vol-004034310439a076b,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-60ebd96c,,,,
